Dimension;Cluster;Seed_words;Synonym;Synonyms_adjusted;Similarity_Score
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];revenue_mix;revenue mix;0.400053352
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];product_revenue;product revenue;0.395970911
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];revenue_recognition_policies;revenue recognition policies;0.391802758
Pricing/Revenue Management;5;['revenue_streams', 'revenue_stream'];sources_of_revenue;sources of revenue;0.383901566
Pricing/Revenue Management;4;['revenue_model'];revenue_model;revenue model;1
Pricing/Revenue Management;4;['revenue_model'];revenue_portfolio;revenue portfolio;0.428923965
Pricing/Revenue Management;4;['revenue_model'];variable_revenue;variable revenue;0.354578227
Pricing/Revenue Management;4;['revenue_model'];revenue_recognition_model;revenue recognition model;0.348393291
Pricing/Revenue Management;4;['revenue_model'];net_benefit_of_price_increases;net benefit of price increases;0.336799294
Pricing/Revenue Management;4;['revenue_model'];subscription_model;subscription model;0.332817942
Pricing/Revenue Management;4;['revenue_model'];sales_mix_shift;sales mix shift;0.327311903
Risk/Internal Control;2;['budgeting', 'budgeting_process'];board_reviews;board reviews;0.405451626
Risk/Internal Control;5;['business_planning'];management_oversight;management oversight;0.416919649
Risk/Internal Control;5;['cost_accounting', 'historical_cost_accounting'];corporate_compliance;corporate compliance;0.350487828
Risk/Internal Control;4;['financial_planning'];risk_advisory;risk advisory;0.430011064
Risk/Internal Control;5;['cost_benefit_analysis'];resolution_plan;resolution plan;0.36419335
Risk/Internal Control;3;['bottlenecks', 'operating_cycle', 'operational_planning'];operational_risk_exposure;operational risk exposure;0.322437972
Risk/Internal Control;3;['performance_monitoring', 'track_performance'];mitigate_compliance_risk;mitigate compliance risk;0.385178685
Risk/Internal Control;3;['performance_monitoring', 'track_performance'];control_risk;control risk;0.371525556
Risk/Internal Control;3;['performance_monitoring', 'track_performance'];our_interest_rate_risk;our interest rate risk;0.350811988
Risk/Internal Control;3;['performance_monitoring', 'track_performance'];balance_risk;balance risk;0.335291505
Risk/Internal Control;5;['scorecard', 'dashboard'];risk_inventory;risk inventory;0.504036784
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];control_environment;control environment;0.571246326
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];system_of_internal_control;system of internal control;0.625543177
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];icfr;icfr;0.554124296
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];effectiveness_of_internal_controls;effectiveness of internal controls;0.538293481
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];disclosure_controls;disclosure controls;0.512166142
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];overall_internal_control;overall internal control;0.508908689
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];compliance_programs;compliance programs;0.508402824
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];internal_control_environment;internal control environment;0.491695046
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];systems_of_internal_control;systems of internal control;0.485583961
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];compliance_program;compliance program;0.483770341
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];established_internal_controls;established internal controls;0.478211999
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];internal_audit_function;internal audit function;0.476921469
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];existing_internal_controls;existing internal controls;0.475792527
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];internal_control_processes;internal control processes;0.466005772
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];assessment_of_internal_controls;assessment of internal controls;0.463790953
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];aml_program;aml program;0.46293354
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];internal_audit;internal audit;0.485118806
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];internal_control;internal control;0.873772383
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];internal_control_structure;internal control structure;0.582406223
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];internal_control_system;internal control system;0.576303601
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];internal_controls;internal controls;0.874563754
Risk/Internal Control;1;['internal_control', 'internal_control_system', 'internal_audit', 'internal_controls'];system_of_internal_controls;system of internal controls;0.601935685
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];enterprise_risk_management;enterprise risk management;0.611159682
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];scenario_analysis;scenario analysis;0.685682833
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_identification;risk identification;0.631372511
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];scenario_analyses;scenario analyses;0.621039212
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_assessments;risk assessments;0.618614614
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];model_risk;model risk;0.616823912
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];rcsas;rcsas;0.615296066
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];liquidity_stress_testing;liquidity stress testing;0.606435835
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];emerging_risks;emerging risks;0.603591621
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];key_risk_indicators;key risk indicators;0.60124892
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_measurement;risk measurement;0.600898802
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_metrics;risk metrics;0.600314617
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_appetite_metrics;risk appetite metrics;0.591990769
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];independent_risk_management;independent risk management;0.589077592
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];model_validation;model validation;0.580096543
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_mitigation;risk mitigation;0.576485455
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];kris;kris;0.57361567
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];mitigation_strategies;mitigation strategies;0.572473884
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];model_risk_management;model risk management;0.608642101
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_analysis;risk analysis;0.596654654
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_assessment;risk assessment;0.785251558
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_assessment_process;risk assessment process;0.612684906
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_evaluation;risk evaluation;0.593305767
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_management;risk management;0.625425458
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_management_process;risk management process;0.588627934
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_management_processes;risk management processes;0.637597919
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_monitoring;risk monitoring;0.609544933
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_reporting;risk reporting;0.589351416
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];stress_testing;stress testing;0.778283477
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];control_activities;control activities;0.697282493
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];control_system;control system;0.642193735
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];controls;controls;0.618207932
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];design_controls;design controls;0.463751882
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];implementing_controls;implementing controls;0.502735317
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];control_procedures;control procedures;0.522078633
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];control_processes;control processes;0.512048483
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];segregation_of_duties;segregation of duties;0.50948137
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];relevant_controls;relevant controls;0.503406286
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];key_controls;key controls;0.502600312
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];financial_controls;financial controls;0.495322734
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];itgcs;itgcs;0.483924568
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];appropriate_controls;appropriate controls;0.480983227
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];information_technology_controls;information technology controls;0.479205996
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];maintain_effective_controls;maintain effective controls;0.476714611
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];security_controls;security controls;0.469215035
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];system_of_controls;system of controls;0.467939168
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];governance_processes;governance processes;0.466043204
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];accounting_controls;accounting controls;0.463365883
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];financial_reporting_controls;financial reporting controls;0.457033515
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];contingency_funding_plans;contingency funding plans;0.565881789
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];credit_policies;credit policies;0.598203719
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];enterprise_risk_management_framework;enterprise risk management framework;0.54801923
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_framework;risk framework;0.559328973
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];established_policies;established policies;0.649196029
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_governance_framework;risk governance framework;0.520243168
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_governance_structure;risk governance structure;0.515884578
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];market_risk_policies;market risk policies;0.563123941
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_management_program;risk management program;0.561846733
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];operational_risk_policy;operational risk policy;0.551584303
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_management_framework;risk management framework;0.580946743
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];cybersecurity_program;cybersecurity program;0.547672451
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];enterprise_risk_management_program;enterprise risk management program;0.532154143
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_management_policies;risk management policies;0.922956824
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];compliance_policies;compliance policies;0.522970855
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_management_strategy;risk management strategy;0.522215366
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_management_approach;risk management approach;0.5212906
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];erm_framework;erm framework;0.516519189
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_management_policy;risk management policy;0.821610749
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_management_practices;risk management practices;0.526043773
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_policies;risk policies;0.652536869
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_policy;risk policy;0.602964818
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];control_framework;control framework;0.659576416
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];management_of_risk;management of risk;0.593654692
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];operational_risk_framework;operational risk framework;0.587734997
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];risk_oversight;risk oversight;0.759700298
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];risk_control;risk control;0.705083013
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];operational_risk_management;operational risk management;0.634714127
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];risk_management_function;risk management function;0.611875892
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];assessing_risk;assessing risk;0.600890756
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];risk_reports;risk reports;1
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];coso_framework;coso framework;1
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_appetite_statement;risk appetite statement;0.654286802
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_limits;risk limits;0.635786772
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_appetite_framework;risk appetite framework;0.624427378
Risk/Internal Control;5;['risk_management_policies', 'risk_policy', 'risk_management_policy'];risk_appetite;risk appetite;0.557584584
Risk/Internal Control;3;['risk_oversight', 'risk_reports', 'risk_monitoring', 'coso_framework', 'control_framework', 'risk_control'];risk_governance;risk governance;0.686525941
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_modeling;risk modeling;1
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_classification;risk classification;1
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];risk_analytics;risk analytics;1
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];assess_risk;assess risk;1
Risk/Internal Control;2;['risk_assessment', 'risk_modeling', 'risk_evaluation', 'risk_classification', 'risk_assessment_process', 'risk_analytics', 'stress_testing', 'assess_risk', 'analyze_risk'];analyze_risk;analyze risk;1
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];contingency_plan;contingency plan;1
Risk/Internal Control;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];management_control;management control;1
Strategy;2;['budgeting', 'budgeting_process'];long_range_planning_process;long range planning process;0.423807859
Strategy;3;['planning', 'planning_process'];strategic_planning_process;strategic planning process;0.429563791
Strategy;5;['business_planning'];strategy_development;strategy development;0.418905258
Strategy;3;['capital_budget', 'capital_allocation', 'capex'];long_term_growth_initiatives;long term growth initiatives;0.447152406
Strategy;3;['bottlenecks', 'operating_cycle', 'operational_planning'];long_term_initiatives;long term initiatives;0.320368737
Strategy;1;['continuous_improvement', 'process_improvements', 'process_improvement'];organizational_design;organizational design;0.556333065
Strategy;5;['inventory_management', 'capacity_utilization'];customer_satisfaction;customer satisfaction;0.449827194
Strategy;2;['operations_management', 'operational_decision_making', 'operational_management'];strategic_planning_processes;strategic planning processes;0.441807389
Strategy;1;['pricing_strategy', 'strategic_pricing'];business_mix;business mix;0.533890724
Strategy;1;['pricing_strategy', 'strategic_pricing'];global_business_strategy;global business strategy;0.457283378
Strategy;2;['product_pricing', 'value_pricing', 'premium_pricing', 'market_pricing', 'dynamic_pricing'];competitive_dynamics;competitive dynamics;0.445794076
Strategy;3;['revenue_management'];business_development;business development;0.449575901
Strategy;3;['revenue_management'];new_business_development;new business development;0.438410699
Strategy;3;['revenue_management'];strategy_officer;strategy officer;0.437019378
Strategy;5;['revenue_streams', 'revenue_stream'];core_business;core business;0.379427284
Strategy;4;['revenue_model'];innovate_to_elevate_strategy;innovate to elevate strategy;0.32434839
Strategy;4;['contingency_plan', 'control_system', 'design_controls', 'management_control', 'control_activities', 'implementing_controls'];change_management;change management;0.459005386
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];action_plans;action plans;0.651389301
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];sustainability_strategy;sustainability strategy;0.605751455
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];transformation_initiative;transformation initiative;0.59530735
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];business_initiatives;business initiatives;0.57292223
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];key_initiatives;key initiatives;0.571202874
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];business_transformation;business transformation;0.568843782
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];strategic_initiative;strategic initiative;0.558938682
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];strategic_initiatives;strategic initiatives;0.714890361
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];strategic_plan;strategic plan;0.770294666
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];strategic_planning;strategic planning;0.56397748
Strategy;1;['strategic_initiatives', 'strategic_planning', 'strategic_management', 'strategic_initiative', 'strategic_alignment', 'alternative_strategies', 'action_plans', 'action_plan', 'strategic_plan'];turnaround_plan;turnaround plan;0.628024578
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];acquisition_strategy;acquisition strategy;0.633075178
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];business_model;business model;0.747793496
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];business_plan;business plan;0.748861909
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];business_strategy;business strategy;0.858717918
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];corporate_strategy;corporate strategy;0.561223447
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];customer_strategy;customer strategy;0.571959257
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];enterprise_strategy;enterprise strategy;0.550355732
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];growth_strategy;growth strategy;0.67620033
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];business_strategies;business strategies;0.655771077
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];growth_strategies;growth strategies;0.595055938
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];long_term_strategic_plan;long term strategic plan;0.586114705
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];growth_plans;growth plans;0.563005924
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];corporate_strategies;corporate strategies;0.547802508
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];current_business;current business;0.539284587
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];value_creation_strategy;value creation strategy;0.536791503
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];long_term_growth_strategy;long term growth strategy;0.563924849
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];long_term_strategy;long term strategy;0.63962549
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];operating_strategy;operating strategy;0.609128237
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];strategic_direction;strategic direction;0.531686902
Strategy;2;['business_strategy', 'business_plan', 'business_model', 'pims_initiatives'];strategic_plans;strategic plans;0.575261235
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];competitive_strategy;competitive strategy;0.553874433
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];core_competencies;core competencies;0.829057872
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];core_competency;core competency;0.666549385
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];cost_leadership;cost leadership;0.599250793
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];technology_leadership;technology leadership;0.662898719
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];differentiation;differentiation;0.615593791
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];technological_expertise;technological expertise;0.610403061
Strategy;3;['core_competencies', 'product_differentiation', 'cost_leadership', 'core_competency', 'competitive_strategy'];market_leadership;market leadership;0.609176934
